id,name,week,month,day,hour,minute,second,year,lat,lon,type,cluster_db
2154335780,Neil桀骜,Wed,Jan,25,22,18,52,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Sat,Jan,28,10,59,54,2017,30.555777,114.342941,美术馆,32
2154335780,Neil桀骜,Sat,Jan,28,19,33,43,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Sat,Jan,28,0,20,44,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Sun,Feb,5,21,56,26,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Mon,Feb,6,4,27,10,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Wed,Feb,15,14,37,34,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Thu,Feb,16,16,1,37,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Wed,Mar,1,3,46,3,2017,30.485399,114.39904,高校中心点,9
2154335780,Neil桀骜,Sat,Mar,11,22,55,23,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Wed,Mar,15,15,59,54,2017,30.486809,114.397453,一般地点标志,9
2154335780,Neil桀骜,Sun,Mar,19,0,7,26,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Tue,Apr,4,20,37,3,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Thu,Apr,6,20,17,50,2017,30.485399,114.39904,高校中心点,9
2154335780,Neil桀骜,Tue,Apr,11,0,40,42,2017,30.485399,114.39904,高校中心点,9
2154335780,Neil桀骜,Wed,Apr,19,4,2,30,2017,30.485399,114.39904,高校中心点,9
2154335780,Neil桀骜,Thu,Apr,27,6,59,25,2017,30.485399,114.39904,高校中心点,9
2154335780,Neil桀骜,Sat,May,13,15,54,37,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Thu,May,18,8,13,3,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Tue,May,23,21,34,33,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Wed,May,31,18,44,21,2017,30.486809,114.397453,一般地点标志,9
2154335780,Neil桀骜,Thu,Jun,1,2,44,12,2017,30.498442,114.398109,高校中心点,9
2154335780,Neil桀骜,Sun,Jun,4,23,51,6,2017,30.498442,114.398109,高校中心点,9
2154335780,Neil桀骜,Tue,Jun,6,0,59,59,2017,30.498442,114.398109,高校中心点,9
2154335780,Neil桀骜,Sat,Jun,17,23,5,47,2017,30.498442,114.398109,高校中心点,9
2154335780,Neil桀骜,Thu,Jun,22,17,33,15,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Tue,Jun,27,17,56,8,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Fri,Jun,30,5,25,6,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Sat,Jul,8,8,20,4,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Fri,Jul,14,5,30,38,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Tue,Jul,18,16,17,46,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Wed,Jul,19,4,41,12,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Wed,Jul,26,5,50,42,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Sat,Aug,26,12,21,55,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Tue,Sep,5,23,18,40,2017,30.486809,114.397453,一般地点标志,9
2154335780,Neil桀骜,Wed,Sep,13,4,45,38,2017,30.486809,114.397453,一般地点标志,9
2154335780,Neil桀骜,Mon,Sep,18,17,10,11,2017,30.486809,114.397453,一般地点标志,9
2154335780,Neil桀骜,Mon,Sep,25,17,17,18,2017,30.486809,114.397453,一般地点标志,9
2154335780,Neil桀骜,Wed,Oct,4,23,14,24,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Thu,Oct,19,22,8,33,2017,30.486809,114.397453,一般地点标志,9
2154335780,Neil桀骜,Sun,Oct,29,8,32,59,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Sun,Nov,5,20,36,30,2017,30.486809,114.397453,一般地点标志,9
2154335780,Neil桀骜,Sun,Nov,19,0,24,9,2017,30.577299,114.358009,住宅区,-1
2154335780,Neil桀骜,Mon,Nov,20,2,28,42,2017,30.486809,114.397453,一般地点标志,9
2154335780,Neil桀骜,Sat,Dec,23,2,33,44,2017,30.486809,114.397453,一般地点标志,9
2154335780,Neil桀骜,Sun,Dec,24,1,6,15,2017,30.486809,114.397453,一般地点标志,9
2154335780,Neil桀骜,Sun,Dec,24,1,1,4,2017,30.486809,114.397453,一般地点标志,9
1814418811,freewarz丁师傅,Wed,Jan,11,15,12,19,2017,30.591921,114.361664,住宅区,-1
1814418811,freewarz丁师傅,Sun,Apr,23,21,40,4,2017,30.574181,114.373177,其他,51
1420955724,山下一只猫,Tue,Jan,10,11,15,44,2017,30.580271,114.300491,港口码头,17
1420955724,山下一只猫,Thu,Jan,12,18,52,43,2017,30.58581,114.347252,住宅区,21
1420955724,山下一只猫,Sat,Jan,14,16,37,35,2017,30.584133,114.349113,餐饮美食,21
1420955724,山下一只猫,Mon,Jun,26,0,52,0,2017,30.597139,114.34993,公交车站,-1
1420955724,山下一只猫,Mon,Oct,30,8,6,3,2017,30.599779,114.348381,住宅区,-1
2231462880,雷公菩萨,Fri,Jan,13,21,6,55,2017,30.58086,114.36609,住宅区,-1
2231462880,雷公菩萨,Sat,Jan,14,15,24,33,2017,30.58135,114.36642,住宅区,-1
2231462880,雷公菩萨,Sat,Jan,14,8,48,8,2017,30.58135,114.36642,住宅区,-1
2231462880,雷公菩萨,Sun,Jan,15,7,28,15,2017,30.58135,114.36642,住宅区,-1
2231462880,雷公菩萨,Wed,Jan,18,19,21,12,2017,30.58135,114.36642,住宅区,-1
2231462880,雷公菩萨,Sun,Jan,22,20,22,25,2017,30.58135,114.36642,住宅区,-1
2231462880,雷公菩萨,Sun,Jan,22,11,50,17,2017,30.58135,114.36642,住宅区,-1
2231462880,雷公菩萨,Mon,Jan,23,8,44,0,2017,30.58135,114.36642,住宅区,-1
2231462880,雷公菩萨,Mon,Jan,23,8,43,26,2017,30.58135,114.36642,住宅区,-1
2231462880,雷公菩萨,Fri,Jan,27,9,4,34,2017,30.58135,114.36642,住宅区,-1
2231462880,雷公菩萨,Sun,Feb,19,19,57,20,2017,30.58135,114.36642,住宅区,-1
2231462880,雷公菩萨,Sun,Mar,5,9,5,36,2017,30.58135,114.36642,住宅区,-1
2231462880,雷公菩萨,Wed,Mar,8,8,51,6,2017,30.58135,114.36642,住宅区,-1
2231462880,雷公菩萨,Wed,Mar,22,20,27,44,2017,30.58135,114.36642,住宅区,-1
2231462880,雷公菩萨,Thu,Mar,23,16,36,19,2017,30.58135,114.36642,住宅区,-1
2231462880,雷公菩萨,Thu,Mar,30,16,43,17,2017,30.58135,114.36642,住宅区,-1
2231462880,雷公菩萨,Thu,Mar,30,16,41,40,2017,30.58135,114.36642,住宅区,-1
2231462880,雷公菩萨,Sun,Oct,29,15,58,0,2017,30.55326,114.3561,高等院校,32
2231462880,雷公菩萨,Thu,Nov,9,7,5,40,2017,30.579312,114.262128,医院,17
5579962620,一直很安静34965,Fri,Jan,13,20,1,10,2017,30.591921,114.361664,住宅区,-1
5579962620,一直很安静34965,Fri,Aug,25,19,22,35,2017,30.511009,114.316841,住宅区,-1
5935608941,加油我魏文杰57079,Tue,Jan,10,18,23,52,2017,30.62748,114.37198,住宅区,43
5935608941,加油我魏文杰57079,Thu,Jan,12,18,43,7,2017,30.62748,114.37198,住宅区,43
5935608941,加油我魏文杰57079,Fri,Jan,13,19,18,30,2017,30.60761417,114.3725674,住宅区,-1
5935608941,加油我魏文杰57079,Mon,Jan,16,21,56,30,2017,30.62748,114.37198,住宅区,43
5935608941,加油我魏文杰57079,Wed,Jan,18,22,14,22,2017,30.62748,114.37198,住宅区,43
5935608941,加油我魏文杰57079,Sat,Jan,21,8,48,46,2017,30.60761417,114.3725674,住宅区,-1
5935608941,加油我魏文杰57079,Wed,Jan,25,23,18,55,2017,30.62748,114.37198,住宅区,43
5935608941,加油我魏文杰57079,Mon,Feb,6,22,24,15,2017,30.62748,114.37198,住宅区,43
5935608941,加油我魏文杰57079,Thu,Feb,16,22,28,56,2017,30.60761417,114.3725674,住宅区,-1
5935608941,加油我魏文杰57079,Thu,Feb,23,21,31,27,2017,30.60761417,114.3725674,住宅区,-1
5935608941,加油我魏文杰57079,Mon,Apr,17,21,48,50,2017,30.604116,114.367756,住宅区,-1
5935608941,加油我魏文杰57079,Sat,Jun,17,20,46,30,2017,30.60761417,114.3725674,住宅区,-1
5935608941,加油我魏文杰57079,Sat,Jun,17,20,45,35,2017,30.604116,114.367756,住宅区,-1
5935608941,加油我魏文杰57079,Tue,Jun,20,21,42,20,2017,30.60761417,114.3725674,住宅区,-1
5935608941,加油我魏文杰57079,Thu,Jul,6,18,1,37,2017,30.60459,114.36425,住宅区,-1
2007369543,缘来如此64,Fri,Jan,13,18,42,6,2017,30.608931,114.351982,住宅区,-1
2007369543,缘来如此64,Fri,Jan,27,17,0,13,2017,30.57427,114.275871,住宅区,17
2109690222,渔老板娘说,Sun,Jan,15,10,13,27,2017,30.59275,114.34158,住宅区,21
2109690222,渔老板娘说,Mon,Apr,17,0,49,56,2017,30.7812373,114.2116761,飞机场,28
1617770167,lenalisa,Mon,Jan,16,22,19,8,2017,30.59136,114.340523,住宅区,21
1617770167,lenalisa,Wed,Apr,12,9,58,55,2017,30.781237,114.211678,飞机场,28
3518490711,柠檬冰红茶LOVE,Mon,Jan,16,17,47,35,2017,30.59785,114.34269,住宅区,-1
3518490711,柠檬冰红茶LOVE,Tue,Jun,6,12,14,52,2017,30.59785,114.34269,住宅区,-1
3518490711,柠檬冰红茶LOVE,Sat,Aug,19,16,16,56,2017,30.60541,114.36236,住宅区,-1
2741189435,杨达_,Mon,Jan,16,0,28,24,2017,30.6005,114.351997,住宅区,-1
2741189435,杨达_,Sun,Sep,3,12,21,4,2017,30.6005,114.351997,住宅区,-1
2133706354,俊丶Jie,Tue,Jan,17,13,1,44,2017,30.604988,114.347115,住宅区,-1
2133706354,俊丶Jie,Sat,Aug,5,2,29,34,2017,30.621187,114.389854,海鲜酒楼,-1
3695651827,我感觉要被叫傻了,Thu,Jan,19,1,0,8,2017,30.607615,114.372566,住宅区,-1
3695651827,我感觉要被叫傻了,Sat,Jan,21,18,15,32,2017,30.607615,114.372566,住宅区,-1
3695651827,我感觉要被叫傻了,Wed,Mar,15,4,3,8,2017,30.640026,114.242035,楼宇机构,-1
3695651827,我感觉要被叫傻了,Wed,Mar,29,16,33,30,2017,30.640026,114.242035,楼宇机构,-1
2248662962,许爱田的美好生活,Fri,Jan,20,21,50,23,2017,30.60459,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Fri,Jan,27,18,55,37,2017,30.60459,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Thu,Feb,9,19,11,59,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Wed,Feb,15,19,39,33,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Thu,Feb,16,19,32,34,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Fri,Mar,3,23,41,56,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Sun,Mar,5,18,50,18,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Tue,Mar,14,18,28,4,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Sun,Mar,19,20,17,58,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Sun,May,14,16,25,9,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Wed,May,24,20,35,5,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Wed,May,24,14,29,43,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Mon,Jun,5,21,34,5,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Sun,Jun,18,8,0,58,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Wed,Jun,28,20,22,29,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Wed,Jun,28,6,36,14,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Thu,Jun,29,20,7,23,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Sat,Jul,1,12,38,16,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Thu,Jul,20,20,41,14,2017,30.6092,114.297798,公园,17
2248662962,许爱田的美好生活,Mon,Jul,24,19,24,36,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Wed,Jul,26,20,41,51,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Sun,Jul,30,8,41,23,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Sat,Aug,12,11,9,43,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Sun,Aug,13,11,27,39,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Sun,Aug,13,11,23,21,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Wed,Aug,16,6,58,29,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Sun,Aug,20,18,8,4,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Thu,Aug,24,6,56,2,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Sun,Sep,3,13,54,21,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Mon,Sep,4,18,36,57,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Mon,Sep,11,22,12,15,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Mon,Sep,11,18,42,39,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Sun,Sep,17,13,40,18,2017,30.60459,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Thu,Sep,28,19,44,59,2017,30.604589,114.36425,住宅区,-1
2248662962,许爱田的美好生活,Tue,Oct,24,8,32,19,2017,30.619381,114.420853,公交车站,25
2248662962,许爱田的美好生活,Sun,Oct,29,18,18,9,2017,30.408482,114.418282,高校中心点,53
2248662962,许爱田的美好生活,Sun,Oct,29,18,30,1,2017,30.604589,114.36425,住宅区,-1
5493787649,啧啧啧申sss,Sun,Jan,22,20,40,52,2017,30.593531,114.353699,住宅区,-1
5493787649,啧啧啧申sss,Wed,Mar,15,20,27,49,2017,30.551216,114.311234,生活娱乐,16
3983455767,九酱sama_,Mon,Jan,23,12,26,9,2017,30.57578,114.34337,住宅区,-1
3983455767,九酱sama_,Sun,Aug,27,14,57,27,2017,30.594259,114.280937,住宅区,17
1749562257,徐梦珂-,Mon,Jan,30,2,2,21,2017,30.575991,114.372429,住宅区,51
1749562257,徐梦珂-,Tue,Feb,7,13,5,59,2017,30.575991,114.372429,住宅区,51
1749562257,徐梦珂-,Sun,Mar,19,15,29,13,2017,30.552469,114.406891,其他,18
1749562257,徐梦珂-,Sat,Jul,29,10,6,53,2017,30.575991,114.372429,住宅区,51
1749562257,徐梦珂-,Sun,Aug,13,19,43,32,2017,30.575991,114.372429,住宅区,51
1221508543,吴彦非,Tue,Jan,10,22,23,31,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Sun,Jan,15,23,12,52,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Tue,Jan,31,18,57,8,2017,30.6005,114.352,住宅区,-1
1221508543,吴彦非,Sat,Feb,4,23,8,35,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Mon,Feb,13,22,12,48,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Sat,Feb,18,22,59,2,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Fri,Feb,24,0,26,4,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Tue,Mar,7,1,38,13,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Wed,Mar,8,23,1,45,2017,30.551619,113.934105,湖北菜,-1
1221508543,吴彦非,Sat,Mar,18,23,19,55,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Tue,Mar,21,2,3,56,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Sun,Mar,26,0,6,48,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Mon,Mar,27,19,23,8,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Sat,Apr,1,11,29,59,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Sun,Apr,2,22,12,51,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Thu,Apr,6,22,30,49,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Tue,Apr,11,0,51,9,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Thu,Apr,13,23,57,48,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Fri,Apr,21,23,37,31,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Sat,Apr,29,22,58,58,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Tue,May,2,21,31,3,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Fri,May,5,1,21,42,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Sat,May,13,23,33,41,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Sat,May,13,0,7,5,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Sun,May,28,3,7,25,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Mon,May,29,23,10,46,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Thu,Jun,1,0,45,25,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Sat,Jun,3,22,27,12,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Tue,Jun,6,23,0,6,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Sat,Jun,17,0,19,10,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Wed,Jun,21,0,46,19,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Sat,Jun,24,23,35,44,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Mon,Aug,14,23,36,23,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Mon,Nov,20,22,29,20,2017,30.59714,114.34993,公交车站,-1
1221508543,吴彦非,Wed,Nov,29,18,13,8,2017,30.59714,114.34993,公交车站,-1
1862682594,乖怪是正能量小妞,Fri,Feb,3,21,23,6,2017,30.579065,114.36145,住宅区,-1
1862682594,乖怪是正能量小妞,Mon,Mar,6,11,45,57,2017,30.487141,114.392319,图书馆,9
1862682594,乖怪是正能量小妞,Fri,Oct,27,22,43,2,2017,30.48731,114.398094,住宅区,9
1862682594,乖怪是正能量小妞,Sun,Oct,29,14,27,25,2017,30.578115,114.357521,超级市场,-1
1862682594,乖怪是正能量小妞,Sun,Nov,5,0,42,36,2017,30.6026,114.283096,五星级宾馆,17
2630908361,sunflowe_Y,Fri,Feb,3,12,49,26,2017,30.591219,114.363815,住宅区,-1
2630908361,sunflowe_Y,Mon,May,29,14,51,8,2017,30.563084,114.349457,住宅区,-1
1944547703,亲爱的路人Jill,Sun,Feb,5,19,11,22,2017,30.57806,114.341759,住宅区,20
1944547703,亲爱的路人Jill,Sat,Feb,25,12,55,24,2017,30.554119,114.316772,楼宇机构,16
1944547703,亲爱的路人Jill,Mon,Feb,27,0,46,52,2017,30.552967,114.353638,医院,32
1944547703,亲爱的路人Jill,Mon,May,29,9,29,54,2017,30.57545,114.36032,电影院,-1
1944547703,亲爱的路人Jill,Thu,Jun,8,19,42,51,2017,30.561444,114.261722,音乐厅,17
1944547703,亲爱的路人Jill,Sat,Jun,24,9,43,14,2017,30.551216,114.31123,生活娱乐,16
1944547703,亲爱的路人Jill,Sat,Nov,11,16,28,25,2017,30.547785,114.319101,城市广场,16
2511494173,凉生不忧伤了,Sun,Feb,5,19,18,12,2017,30.58135,114.36642,住宅区,-1
2511494173,凉生不忧伤了,Wed,Sep,20,0,42,24,2017,30.5055,114.37456,住宅区,31
1951988733,雷珊娇,Fri,Feb,10,22,37,48,2017,30.59458,114.356552,住宅区,-1
1951988733,雷珊娇,Tue,Jun,20,18,13,54,2017,30.505037,114.406281,其他,9
6124936063,用户6124936063,Fri,Feb,10,21,28,12,2017,30.60445,114.35639,住宅区,-1
6124936063,用户6124936063,Mon,Sep,4,12,49,24,2017,30.55005,114.30942,医院,16
1798802271,Nicole-Five,Mon,Feb,13,21,7,18,2017,30.58135,114.36642,住宅区,-1
1798802271,Nicole-Five,Sat,Mar,11,22,9,14,2017,30.58135,114.36642,住宅区,-1
1798802271,Nicole-Five,Wed,Jul,12,21,41,37,2017,30.58135,114.366417,住宅区,-1
1798802271,Nicole-Five,Mon,Oct,23,21,38,59,2017,30.58135,114.366417,住宅区,-1
3121908505,坏脾気小姐,Thu,Feb,16,15,27,30,2017,30.59212,114.34314,住宅区,21
3121908505,坏脾気小姐,Mon,Feb,27,15,23,35,2017,30.60296,114.32506,公园户外,-1
2688991305,_Luckindoo,Thu,Feb,16,12,15,44,2017,30.581919,114.352898,住宅区,21
2688991305,_Luckindoo,Fri,Feb,17,0,28,13,2017,30.617439,114.377937,中学,-1
2688991305,_Luckindoo,Fri,Apr,28,13,55,5,2017,30.60696,114.310196,特色商业街,17
2688991305,_Luckindoo,Thu,Sep,7,23,8,19,2017,30.394787,114.422928,高等院校,2
2688991305,_Luckindoo,Mon,Sep,18,20,43,44,2017,30.394787,114.422928,高等院校,2
2688991305,_Luckindoo,Fri,Oct,20,13,35,0,2017,30.609142,114.35672,高等院校,-1
2688991305,_Luckindoo,Tue,Nov,14,21,36,24,2017,30.615746,114.360809,楼宇机构,-1
2688991305,_Luckindoo,Sat,Dec,9,20,27,24,2017,30.394787,114.422928,高等院校,2
2688991305,_Luckindoo,Fri,Dec,29,1,22,10,2017,30.394787,114.422928,高等院校,2
1925782045,熊大人NF,Thu,Feb,16,2,32,43,2017,30.591219,114.363815,住宅区,-1
1925782045,熊大人NF,Thu,May,25,23,55,58,2017,30.591511,114.362473,大门,-1
1925782045,熊大人NF,Sun,Jun,4,23,8,7,2017,30.555777,114.342941,美术馆,32
1925782045,熊大人NF,Tue,Jul,4,10,44,48,2017,30.594282,114.394707,公园,22
1925782045,熊大人NF,Mon,Oct,16,22,58,0,2017,30.591921,114.361664,住宅区,-1
6145888458,Aix_R,Fri,Feb,17,23,15,44,2017,30.5882,114.35144,住宅区,21
6145888458,Aix_R,Sat,Feb,18,19,10,30,2017,30.525618,114.355255,商场,14
6145888458,Aix_R,Sun,Feb,19,23,35,16,2017,30.581293,114.300598,生活娱乐,17
6145888458,Aix_R,Sun,Mar,19,2,54,41,2017,30.59113,114.34727,住宅区,21
6145888458,Aix_R,Wed,Apr,26,12,29,47,2017,30.58869,114.343498,咖啡厅,21
6145888458,Aix_R,Thu,May,25,22,3,16,2017,30.58869,114.357628,公交车站,-1
6145888458,Aix_R,Wed,Nov,15,17,59,10,2017,30.589029,114.343758,商场,21
6143890166,iF健身,Thu,Feb,16,17,14,39,2017,30.584133,114.349111,餐饮美食,21
